ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
16099,CS,6501,014,Lecture,"3","Tom Fletcher","TuTh 11:00am - 12:15pm","Thornton Hall E316","Special Topics in Computer Science","Digital Signal Processing",Open,11,20,0
16260,CS,6501,015,Lecture,"3","Yu Meng","MoWe 2:00pm - 3:15pm","Olsson Hall 005","Special Topics in Computer Science","Natural Language Processing",Open,35,70,0
19606,CS,6501,016,Lecture,"3","Jundong Li","MoWe 3:30pm - 4:45pm","Olsson Hall 011","Special Topics in Computer Science","Machine Learning on Graphs",Closed,18,18,0
21062,CS,6501,017,Lecture,"3","Yanjun Qi","MoWe 3:30pm - 4:45pm","Olsson Hall 009","Special Topics in Computer Science","Risks and Benefits of Generative AI and LLMs",Closed,30,30,0
15962,CS,6763,001,Lecture,"3","Lu Feng","TuTh 3:30pm - 4:45pm","Olsson Hall 005","Cyber-Physical Systems: Formal Methods, Safety and Security","",Closed,46,46,0
15949,CS,6888,001,Lecture,"3","Matthew Dwyer","TuTh 12:30pm - 1:45pm","Rice Hall 340","Software Analysis and Applications","",Open,33,35,1
16159,CS,6890,001,IND,"1","Yangfeng Ji","TBA","TBA","Industrial Applications","",Open,0,30,0
15977,CS,6890,002,IND,"1","Felix Lin","TBA","TBA","Industrial Applications","",Open,0,30,0
15997,CS,6890,003,IND,"1","David Evans","TBA","TBA","Industrial Applications","",Open,0,30,0
16018,CS,6890,004,IND,"1","Brad Campbell","TBA","TBA","Industrial Applications","",Open,0,30,0
16349,CS,6890,005,IND,"1","Hyojoon Kim","TBA","TBA","Industrial Applications","",Open,0,30,0
16375,CS,6890,006,IND,"1","Seongkook Heo","TBA","TBA","Industrial Applications","",Open,0,30,0
16468,CS,6890,007,IND,"1","Yanjun Qi","TBA","TBA","Industrial Applications","",Open,0,30,0
16492,CS,6890,008,IND,"1","Farzad Hassanzadeh","TBA","TBA","Industrial Applications","",Open,0,30,0
16510,CS,6890,009,IND,"1","Kun Qian","TBA","TBA","Industrial Applications","",Open,0,30,0
15430,CS,6993,001,IND,"1 - 12","Nada Basit","TBA","TBA","Independent Study","",Open,0,10,0
15454,CS,6993,002,IND,"1 - 12","Mohammad Mahmoody","TBA","TBA","Independent Study","",Open,0,10,0
16201,CS,6993,003,IND,"1 - 12","Lu Feng","TBA","TBA","Independent Study","",Open,0,10,0
15869,CS,6993,004,IND,"1 - 12","Aidong Zhang","TBA","TBA","Independent Study","",Open,1,10,0
16189,CS,6993,005,IND,"1 - 12","Panagiotis Apostolellis","TBA","TBA","Independent Study","",Open,0,10,0
16428,CS,6993,006,IND,"1 - 12","Mark Floryan","TBA","TBA","Independent Study","",Open,0,30,0
16500,CS,6993,007,IND,"1 - 12","Rich Nguyen","TBA","TBA","Independent Study","",Open,0,30,0
16509,CS,6993,008,IND,"1 - 12","Chang Lou","TBA","TBA","Independent Study","",Open,0,30,0
16511,CS,6993,009,IND,"1 - 12","Kun Qian","TBA","TBA","Independent Study","",Open,0,30,0
16518,CS,6993,010,IND,"1 - 12","Yue Cheng","TBA","TBA","Independent Study","",Open,0,30,0
21271,CS,6993,011,IND,"1 - 12","Yen-Ling Kuo","TBA","TBA","Independent Study","",Open,2,30,0
21336,CS,6993,012,IND,"1 - 12","Henry Kautz","TBA","TBA","Independent Study","",Open,0,30,0
21460,CS,6993,013,IND,"1 - 12","Kevin Skadron","TBA","TBA","Independent Study","",Open,1,30,0
21695,CS,6993,014,IND,"1 - 12","Anil Vullikanti","TBA","TBA","Independent Study","",Open,1,30,0
21786,CS,6993,015,IND,"1 - 12","Matheus Xavier Ferreira","TBA","TBA","Independent Study","",Open,0,30,0
15881,CS,7993,001,IND,"1 - 12","Jundong Li","TBA","TBA","Independent Study","",Open,1,30,0
16198,CS,7993,002,IND,"1 - 12","Geoffrey Fox","TBA","TBA","Independent Study","",Open,0,30,0
15342,CS,7993,003,IND,"1 - 12","Yanjun Qi","TBA","TBA","Independent Study","",Open,0,5,0
15720,CS,7993,004,IND,"1 - 12","Mohammad Mahmoody","TBA","TBA","Independent Study","",Open,0,30,0
16415,CS,7993,005,IND,"1 - 12","Yen-Ling Kuo","TBA","TBA","Independent Study","",Open,2,30,0
15708,CS,7993,006,IND,"1 - 12","Yangfeng Ji","TBA","TBA","Independent Study","",Open,0,30,0
15458,CS,7993,007,IND,"1 - 12","Samira Khan","TBA","TBA","Independent Study","",Open,0,30,0
15876,CS,7993,008,IND,"1 - 12","Brad Campbell","TBA","TBA","Independent Study","",Open,0,30,0
15883,CS,7993,009,IND,"1 - 12","Haiying Shen","TBA","TBA","Independent Study","",Open,0,30,0
15878,CS,7993,010,IND,"1 - 12","Madhav Marathe","TBA","TBA","Independent Study","",Open,0,30,0
16023,CS,7993,011,IND,"1 - 12","Felix Lin","TBA","TBA","Independent Study","",Open,0,30,0
16024,CS,7993,012,IND,"1 - 12","Afsaneh Doryab","TBA","TBA","Independent Study","",Open,0,30,0
15534,CS,7993,013,IND,"1 - 12","Lu Feng","TBA","TBA","Independent Study","",Open,0,30,0
15537,CS,7993,014,IND,"1 - 12","Madhur Behl","TBA","TBA","Independent Study","",Open,0,30,0
16427,CS,7993,015,IND,"1 - 12","Matthew Dwyer","TBA","TBA","Independent Study","",Open,0,30,0
16123,CS,7993,016,IND,"1 - 12","Miaomiao Zhang","TBA","TBA","Independent Study","",Open,2,30,0
15756,CS,7993,017,IND,"1 - 12","Ashish Venkat","TBA","TBA","Independent Study","",Open,0,30,0
15761,CS,7993,018,IND,"1 - 12","Homa Alemzadeh","TBA","TBA","Independent Study","",Open,0,30,0
15771,CS,7993,019,IND,"1 - 12","Nicola Bezzo","TBA","TBA","Independent Study","",Open,0,30,0
16461,CS,7993,020,IND,"1 - 12","Shangtong Zhang","TBA","TBA","Independent Study","",Open,0,30,0
15874,CS,7993,021,IND,"1 - 12","Anil Vullikanti","TBA","TBA","Independent Study","",Open,0,30,0
15798,CS,7993,022,IND,"1 - 12","Seongkook Heo","TBA","TBA","Independent Study","",Open,0,30,0
15826,CS,7993,023,IND,"1 - 12","Kevin Skadron","TBA","TBA","Independent Study","",Open,0,30,0
16475,CS,7993,024,IND,"1 - 12","Ferdinando Fioretto","TBA","TBA","Independent Study","",Open,0,30,0
16512,CS,7993,025,IND,"1 - 12","Kun Qian","TBA","TBA","Independent Study","",Open,0,30,0
16049,CS,7993,026,IND,"1 - 12","Tianhao Wang","TBA","TBA","Independent Study","",Open,0,30,0
15868,CS,7993,027,IND,"1 - 12","Aidong Zhang","TBA","TBA","Independent Study","",Open,0,30,0
16350,CS,7993,028,IND,"1 - 12","Hyojoon Kim","TBA","TBA","Independent Study","",Open,1,30,0
16414,CS,7993,029,IND,"1 - 12","Chang Lou","TBA","TBA","Independent Study","",Open,0,30,0
21337,CS,7993,030,IND,"1 - 12","Henry Kautz","TBA","TBA","Independent Study","",Open,1,30,0
21785,CS,7993,031,IND,"1 - 12","Zezhou Cheng","TBA","TBA","Independent Study","",Open,1,30,0
15697,CS,7995,001,IND,"3","Sebastian Elbaum","TBA","TBA","Supervised Project Research","",Open,0,30,0
15701,CS,7995,002,IND,"3","Rich Nguyen","TBA","TBA","Supervised Project Research","",Open,0,30,0
15705,CS,7995,003,IND,"3","Nada Basit","TBA","TBA","Supervised Project Research","",Open,0,30,0
15709,CS,7995,004,IND,"3","Madhur Behl","TBA","TBA","Supervised Project Research","",Open,0,30,0
15721,CS,7995,005,IND,"3","Mohammad Mahmoody","TBA","TBA","Supervised Project Research","",Open,0,30,0
16122,CS,7995,006,IND,"3","Upsorn Praphamontripong","TBA","TBA","Supervised Project Research","",Open,0,30,0
15727,CS,7995,007,IND,"3","Yangfeng Ji","TBA","TBA","Supervised Project Research","",Open,1,30,0
16027,CS,7995,008,IND,"3","Ashish Venkat","TBA","TBA","Supervised Project Research","",Open,0,30,0
15827,CS,7995,009,IND,"3","Kevin Skadron","TBA","TBA","Supervised Project Research","",Open,0,30,0
15762,CS,7995,010,IND,"3","Homa Alemzadeh","TBA","TBA","Supervised Project Research","",Open,0,30,0
15773,CS,7995,011,IND,"3","Nicola Bezzo","TBA","TBA","Supervised Project Research","",Open,0,30,0
15851,CS,7995,012,IND,"3","Haifeng Xu","TBA","TBA","Supervised Project Research","",Open,0,30,0
15774,CS,7995,013,IND,"3","Jonathan Goodall","TBA","TBA","Supervised Project Research","",Open,0,30,0
15775,CS,7995,014,IND,"3","Kristen Naegle","TBA","TBA","Supervised Project Research","",Open,0,30,0
15799,CS,7995,015,IND,"3","Seongkook Heo","TBA","TBA","Supervised Project Research","",Open,0,30,0
15879,CS,7995,016,IND,"3","Madhav Marathe","TBA","TBA","Supervised Project Research","",Open,0,30,0
16347,CS,7995,017,IND,"3","Raymond Pettit","TBA","TBA","Supervised Project Research","",Open,0,30,0
16351,CS,7995,018,IND,"3","Hyojoon Kim","TBA","TBA","Supervised Project Research","",Open,0,30,0
16376,CS,7995,019,IND,"3","Matthew Dwyer","TBA","TBA","Supervised Project Research","",Open,0,30,0
21338,CS,7995,020,IND,"3","Henry Kautz","TBA","TBA","Supervised Project Research","",Open,0,30,0
21778,CS,7995,021,IND,"3","Shangtong Zhang","TBA","TBA","Supervised Project Research","",Open,0,30,0
21795,CS,7995,022,IND,"3","Yu Meng","TBA","TBA","Supervised Project Research","",Open,0,30,0
14984,CS,8897,001,IND,"1 - 6","Jack Davidson","TBA","TBA","Graduate Teaching Instruction","",Open,0,20,0
15061,CS,8897,002,IND,"1 - 6","David Evans","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15360,CS,8897,003,IND,"1 - 6","Mohammad Mahmoody","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0
15526,CS,8897,004,IND,"1 - 6","Lu Feng","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
16175,CS,8897,005,IND,"1 - 6","Tariq Iqbal","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15062,CS,8897,006,IND,"1 - 6","Kevin Skadron","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
16163,CS,8897,007,IND,"1 - 6","Tianhao Wang","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
16157,CS,8897,008,IND,"1 - 6","Miaomiao Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15538,CS,8897,009,IND,"1 - 6","Madhur Behl","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15281,CS,8897,010,IND,"1 - 6","Tom Horton","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16149,CS,8897,011,IND,"1 - 6","Sebastian Elbaum","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15282,CS,8897,012,IND,"1 - 6","Mark Sherriff","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15283,CS,8897,013,IND,"1 - 6","Aaron Bloomfield","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16184,CS,8897,014,IND,"1 - 6","Haiying Shen","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
15361,CS,8897,015,IND,"1 - 6","Yanjun Qi","TBA","TBA","Graduate Teaching Instruction","",Open,1,10,0
16473,CS,8897,016,IND,"1 - 6","Raymond Pettit","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15539,CS,8897,017,IND,"1 - 6","Brad Campbell","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16140,CS,8897,018,IND,"1 - 6","Matthew Dwyer","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15690,CS,8897,019,IND,"1 - 6","Aidong Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15370,CS,8897,020,IND,"1 - 6","Nada Basit","TBA","TBA","Graduate Teaching Instruction","",Open,0,5,0
16465,CS,8897,021,IND,"1 - 6","Tom Fletcher","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15372,CS,8897,022,IND,"1 - 6","Mark Floryan","TBA","TBA","Graduate Teaching Instruction","",Open,0,5,0
15699,CS,8897,023,IND,"1 - 6","Rich Nguyen","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16180,CS,8897,024,IND,"1 - 6","Wajih Ul Hassan","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
16038,CS,8897,025,IND,"1 - 6","Yangfeng Ji","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
15459,CS,8897,026,IND,"1 - 6","Samira Khan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15714,CS,8897,027,IND,"1 - 6","Robbie Hott","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15474,CS,8897,028,IND,"1 - 6","Charles Reiss","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16515,CS,8897,029,IND,"1 - 6","Kun Qian","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16028,CS,8897,030,IND,"1 - 6","Yixin Sun","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15975,CS,8897,031,IND,"1 - 6","Felix Lin","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
15840,CS,8897,032,IND,"1 - 6","Ashish Venkat","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15842,CS,8897,033,IND,"1 - 6","Seongkook Heo","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
16352,CS,8897,034,IND,"1 - 6","Hyojoon Kim","TBA","TBA","Graduate Teaching Instruction","",Open,3,30,0
16364,CS,8897,035,IND,"1 - 6","Yu Meng","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
16373,CS,8897,036,IND,"1 - 6","Yue Cheng","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16416,CS,8897,037,IND,"1 - 6","Wei-Kai Lin","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16417,CS,8897,038,IND,"1 - 6","Chang Lou","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16438,CS,8897,039,IND,"1 - 6","Shangtong Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21159,CS,8897,040,IND,"1 - 6","Henry Kautz","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21447,CS,8897,041,IND,"1 - 6","Rohan Chandra","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21514,CS,8897,042,IND,"1 - 6","Zezhou Cheng","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
21590,CS,8897,043,IND,"1 - 6","Jundong Li","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21636,CS,8897,044,IND,"1 - 6","Chen-Yu Wei","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21643,CS,8897,045,IND,"1 - 6","Ferdinando Fioretto","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21645,CS,8897,046,IND,"1 - 6","Hadi Daneshmand","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21687,CS,8897,047,IND,"1 - 6","Wenxi Wang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21692,CS,8897,048,IND,"1 - 6","Chen Chen","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21699,CS,8897,049,IND,"1 - 6","Matheus Xavier Ferreira","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21727,CS,8897,050,IND,"1 - 6","Adwait Jog","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21822,CS,8897,051,IND,"1 - 6","Daniel Graham","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16155,CS,8999,001,IND,"1 - 12","Yue Cheng","TBA","TBA","Thesis","",Open,3,30,0
15063,CS,8999,002,IND,"1 - 12","Jack Davidson","TBA","TBA","Thesis","",Open,1,30,0
15065,CS,8999,003,IND,"1 - 12","Tom Horton","TBA","TBA","Thesis","",Open,0,30,0
15064,CS,8999,004,IND,"1 - 12","David Evans","TBA","TBA","Thesis","",Open,2,30,0
15067,CS,8999,005,IND,"1 - 12","Kevin Skadron","TBA","TBA","Thesis","",Open,1,30,0
16131,CS,8999,006,IND,"1 - 12","Tariq Iqbal","TBA","TBA","Thesis","",Open,2,30,0
16014,CS,8999,007,IND,"1 - 12","Yixin Sun","TBA","TBA","Thesis","",Open,0,30,0
16021,CS,8999,008,IND,"1 - 12","Geoffrey Fox","TBA","TBA","Thesis","",Open,5,30,0
16047,CS,8999,009,IND,"1 - 12","Rich Nguyen","TBA","TBA","Thesis","",Open,0,30,0
16033,CS,8999,010,IND,"1 - 12","Miaomiao Zhang","TBA","TBA","Thesis","",Open,1,30,0
16006,CS,8999,011,IND,"1 - 12","Afsaneh Doryab","TBA","TBA","Thesis","",Open,2,30,0
15540,CS,8999,012,IND,"1 - 12","Madhur Behl","TBA","TBA","Thesis","",Open,0,30,0
15460,CS,8999,013,IND,"1 - 12","Samira Khan","TBA","TBA","Thesis","",Open,0,30,0
16388,CS,8999,014,IND,"1 - 12","Ferdinando Fioretto","TBA","TBA","Thesis","",Open,5,30,0
15362,CS,8999,015,IND,"1 - 12","Mohammad Mahmoody","TBA","TBA","Thesis","",Open,0,30,0
15716,CS,8999,016,IND,"1 - 12","Yangfeng Ji","TBA","TBA","Thesis","",Open,2,30,0
15802,CS,8999,017,IND,"1 - 12","Matthew Dwyer","TBA","TBA","Thesis","",Open,2,30,0
15819,CS,8999,018,IND,"1 - 12","Jundong Li","TBA","TBA","Thesis","",Open,1,30,0
15706,CS,8999,019,IND,"1 - 12","Sebastian Elbaum","TBA","TBA","Thesis","",Open,0,30,0
15973,CS,8999,020,IND,"1 - 12","Felix Lin","TBA","TBA","Thesis","",Open,3,30,0
15683,CS,8999,021,IND,"1 - 12","Anil Vullikanti","TBA","TBA","Thesis","",Open,5,30,0
15068,CS,8999,022,IND,"1 - 12","Kevin Sullivan","TBA","TBA","Thesis","",Open,0,30,0
15776,CS,8999,023,IND,"1 - 12","Nicola Bezzo","TBA","TBA","Thesis","",Open,0,30,0
15541,CS,8999,024,IND,"1 - 12","Brad Campbell","TBA","TBA","Thesis","",Open,0,30,0
15350,CS,8999,025,IND,"1 - 12","Yanjun Qi","TBA","TBA","Thesis","",Open,0,30,0
16162,CS,8999,026,IND,"1 - 12","Wajih Ul Hassan","TBA","TBA","Thesis","",Open,5,30,0
15800,CS,8999,027,IND,"1 - 12","Seongkook Heo","TBA","TBA","Thesis","",Open,1,30,0
15527,CS,8999,028,IND,"1 - 12","Lu Feng","TBA","TBA","Thesis","",Open,2,30,0
15691,CS,8999,029,IND,"1 - 12","Aidong Zhang","TBA","TBA","Thesis","",Open,6,30,0
16195,CS,8999,030,IND,"1 - 12","Shangtong Zhang","TBA","TBA","Thesis","",Open,1,30,0
16389,CS,8999,031,IND,"1 - 12","Chen-Yu Wei","TBA","TBA","Thesis","",Open,1,30,0
15573,CS,8999,032,IND,"1 - 12","Homa Alemzadeh","TBA","TBA","Thesis","",Open,0,30,0
15618,CS,8999,033,IND,"1 - 12","Farzad Hassanzadeh","TBA","TBA","Thesis","",Open,1,30,0
15757,CS,8999,034,IND,"1 - 12","Ashish Venkat","TBA","TBA","Thesis","",Open,1,30,0
16424,CS,8999,035,IND,"1 - 12","Yu Meng","TBA","TBA","Thesis","",Open,2,30,0
15873,CS,8999,036,IND,"1 - 12","Haiying Shen","TBA","TBA","Thesis","",Open,2,30,0
16513,CS,8999,037,IND,"1 - 12","Kun Qian","TBA","TBA","Thesis","",Open,2,30,0
15684,CS,8999,038,IND,"1 - 12","Madhav Marathe","TBA","TBA","Thesis","",Open,3,30,0
15880,CS,8999,039,IND,"1 - 12","Tom Fletcher","TBA","TBA","Thesis","",Open,0,30,0
16353,CS,8999,040,IND,"1 - 12","Hyojoon Kim","TBA","TBA","Thesis","",Open,2,30,0
16381,CS,8999,041,IND,"1 - 12","Adwait Jog","TBA","TBA","Thesis","",Open,1,30,0
16382,CS,8999,042,IND,"1 - 12","Judy Fox","TBA","TBA","Thesis","",Open,0,30,0
16383,CS,8999,043,IND,"1 - 12","Sandhya Dwarkadas","TBA","TBA","Thesis","",Open,2,30,0
16384,CS,8999,044,IND,"1 - 12","Tianhao Wang","TBA","TBA","Thesis","",Open,3,30,0
16385,CS,8999,045,IND,"1 - 12","Yen-Ling Kuo","TBA","TBA","Thesis","",Open,4,30,0
16386,CS,8999,046,IND,"1 - 12","Wei-Kai Lin","TBA","TBA","Thesis","",Open,2,30,0
16387,CS,8999,047,IND,"1 - 12","Chang Lou","TBA","TBA","Thesis","",Open,3,30,0
20837,CS,8999,048,IND,"1 - 12","Rohan Chandra","TBA","TBA","Thesis","",Open,0,30,0
21339,CS,8999,049,IND,"1 - 12","Henry Kautz","TBA","TBA","Thesis","",Open,1,30,0
21486,CS,8999,050,IND,"1 - 12","Wenxi Wang","TBA","TBA","Thesis","",Open,1,30,0
21618,CS,8999,051,IND,"1 - 12","Chen Chen","TBA","TBA","Thesis","",Open,1,30,0
21635,CS,8999,052,IND,"1 - 12","Hadi Daneshmand","TBA","TBA","Thesis","",Open,1,30,0
21655,CS,8999,053,IND,"1 - 12","Zezhou Cheng","TBA","TBA","Thesis","",Open,5,30,0
21701,CS,8999,054,IND,"1 - 12","Matheus Xavier Ferreira","TBA","TBA","Thesis","",Open,1,30,0
21709,CS,8999,055,IND,"1 - 12","Jing Yang","TBA","TBA","Thesis","",Open,1,30,0
16165,CS,9897,001,IND,"1 - 6","Seongkook Heo","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15234,CS,9897,002,IND,"1 - 6","Aaron Bloomfield","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16365,CS,9897,003,IND,"1 - 6","Yu Meng","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15476,CS,9897,004,IND,"1 - 6","Charles Reiss","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15235,CS,9897,005,IND,"1 - 6","Jack Davidson","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15236,CS,9897,006,IND,"1 - 6","David Evans","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16370,CS,9897,007,IND,"1 - 6","Yen-Ling Kuo","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
16411,CS,9897,008,IND,"1 - 6","Chen-Yu Wei","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16418,CS,9897,009,IND,"1 - 6","Yue Cheng","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16439,CS,9897,010,IND,"1 - 6","Shangtong Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15373,CS,9897,011,IND,"1 - 6","Mark Floryan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15239,CS,9897,012,IND,"1 - 6","Tom Horton","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16486,CS,9897,013,IND,"1 - 6","Adwait Jog","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15363,CS,9897,014,IND,"1 - 6","Mohammad Mahmoody","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15542,CS,9897,015,IND,"1 - 6","Madhur Behl","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15469,CS,9897,016,IND,"1 - 6","Nada Basit","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15528,CS,9897,017,IND,"1 - 6","Lu Feng","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15976,CS,9897,018,IND,"1 - 6","Felix Lin","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15240,CS,9897,019,IND,"1 - 6","Mark Sherriff","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15241,CS,9897,020,IND,"1 - 6","Kevin Skadron","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16354,CS,9897,021,IND,"1 - 6","Hyojoon Kim","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15364,CS,9897,022,IND,"1 - 6","Yanjun Qi","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15844,CS,9897,023,IND,"1 - 6","Yangfeng Ji","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
15242,CS,9897,024,IND,"1 - 6","Kevin Sullivan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16190,CS,9897,025,IND,"1 - 6","Miaomiao Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0
15543,CS,9897,026,IND,"1 - 6","Brad Campbell","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15841,CS,9897,027,IND,"1 - 6","Ashish Venkat","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15692,CS,9897,028,IND,"1 - 6","Aidong Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16516,CS,9897,029,IND,"1 - 6","Kun Qian","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15461,CS,9897,030,IND,"1 - 6","Samira Khan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15715,CS,9897,031,IND,"1 - 6","Robbie Hott","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
15733,CS,9897,032,IND,"1 - 6","Daniel Graham","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
16041,CS,9897,033,IND,"1 - 6","Tianhao Wang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16048,CS,9897,034,IND,"1 - 6","Tom Fletcher","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21160,CS,9897,035,IND,"1 - 6","Henry Kautz","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21515,CS,9897,036,IND,"1 - 6","Zezhou Cheng","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21646,CS,9897,037,IND,"1 - 6","Hadi Daneshmand","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21654,CS,9897,038,IND,"1 - 6","Briana Morrison","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
21688,CS,9897,039,IND,"1 - 6","Wenxi Wang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21690,CS,9897,040,IND,"1 - 6","Rohan Chandra","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21693,CS,9897,041,IND,"1 - 6","Chen Chen","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21700,CS,9897,042,IND,"1 - 6","Matheus Xavier Ferreira","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
21726,CS,9897,043,IND,"1 - 6","Yixin Sun","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0
15069,CS,9999,001,IND,"1 - 12","Jack Davidson","TBA","TBA","Dissertation","",Open,0,30,0
16209,CS,9999,002,IND,"1 - 12","Geoffrey Fox","TBA","TBA","Dissertation","",Open,2,30,0
16156,CS,9999,003,IND,"1 - 12","Shangtong Zhang","TBA","TBA","Dissertation","",Open,2,30,0
15729,CS,9999,004,IND,"1 - 12","Ashish Venkat","TBA","TBA","Dissertation","",Open,4,30,0
16425,CS,9999,005,IND,"1 - 12","Yu Meng","TBA","TBA","Dissertation","",Open,1,30,0
15696,CS,9999,006,IND,"1 - 12","Sebastian Elbaum","TBA","TBA","Dissertation","",Open,3,30,0
15695,CS,9999,007,IND,"1 - 12","Matthew Dwyer","TBA","TBA","Dissertation","",Open,3,30,0
15070,CS,9999,008,IND,"1 - 12","David Evans","TBA","TBA","Dissertation","",Open,2,30,0
16499,CS,9999,009,IND,"1 - 12","Homa Alemzadeh","TBA","TBA","Dissertation","",Open,0,30,0
15992,CS,9999,010,IND,"1 - 12","Seongkook Heo","TBA","TBA","Dissertation","",Open,3,30,0
16017,CS,9999,011,IND,"1 - 12","Yixin Sun","TBA","TBA","Dissertation","",Open,3,30,0
