ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
13064,HILA,3021,100,Lecture,"3","Lean Sweeney","MoWe 12:00pm - 12:50pm","Gibson Hall 211","Human Rights in Latin America","",Open,59,60,8
14448,HILA,3021,101,Discussion,"0","Josue Godoy","Fr 10:00am - 10:50am","Gibson Hall 241","Human Rights in Latin America","",Wait List,20,20,4
14449,HILA,3021,102,Discussion,"0","Josue Godoy","Fr 9:00am - 9:50am","Gibson Hall 241","Human Rights in Latin America","",Open,19,20,0
14450,HILA,3021,103,Discussion,"0","Josue Godoy","Fr 11:00am - 11:50am","Nau Hall 241","Human Rights in Latin America","",Wait List,20,20,4
14169,HIME,2001,001,Lecture,"4","Kristina Richardson","TuTh 11:00am - 12:15pm","New Cabell Hall 058","The Making of the Islamic World","",Wait List,35,35,18
14579,HIND,3012,001,Lecture,"3","Abdul Nasir","TuTh 12:30pm - 1:45pm","New Cabell Hall 144","Learn Hindi via Bollywood","",Open,9,10,1
13367,HIUS,3011,100,Lecture,"3","S. Edelson","MoWe 2:30pm - 3:45pm","McLeod Hall 1003","Colonial British America","",Open,20,30,0
19174,HIUS,3051,001,Lecture,"3","Christa Dierksheide","TuTh 11:00am - 12:15pm","New Cabell Hall 368","The Age of Jefferson","",Wait List,28,28,13
19213,ITTR,3680,001,Lecture,"3","Francesca Calamita","MoWe 5:00pm - 6:15pm","New Cabell Hall 283","Eve's Sinful Bite: Foodscapes in Women's Writing Culture and Society","",Closed,10,10,0
19062,JAPN,3300,001,SEM,"3","Tomoko Marshall","TuTh 12:30pm - 1:45pm","New Cabell Hall 042","Japanese Food for Thought","",Open,7,12,0
13952,JPTR,3020,001,Lecture,"3","Anri Yasuda","TuTh 2:00pm - 3:15pm","New Cabell Hall 332","Survey of Modern Japanese Literature","",Wait List,23,23,4
19097,JPTR,3100,001,SEM,"3","Gustav Heldt","TuTh 5:00pm - 6:15pm","New Cabell Hall 395","Myths and Legends of Japan","",Wait List,20,20,1
21301,JPTR,3290,001,Lecture,"3","Gustav Heldt","TuTh 3:30pm - 4:45pm","Shea House 211","Feminine Fictions in Japanese Court Literature","",Open,3,18,0
18831,JPTR,3391,001,SEM,"3","Anri Yasuda","We 2:00pm - 4:30pm","Bryan Hall 203","Women in Modern Japanese Literature","",Wait List,18,18,2
13948,KRTR,3030,001,Lecture,"3","HeeJin Lee","TuTh 2:00pm - 3:15pm","Cocke Hall 115","Survey of Korean Cinema","",Wait List,20,20,9
21312,KRTR,3700,001,Lecture,"3","HeeJin Lee","MoWe 2:00pm - 3:15pm","New Cabell Hall 064","Survey of Contemporary South Korean Popular Culture","",Open,15,18,0
19308,LATI,3110,001,Lecture,"3","Karen Myers","MoWeFr 10:00am - 10:50am","New Cabell Hall 411","Ovid","",Open,17,20,0
13022,LNGS,3260,001,Lecture,"3","Mark Elson","MoWe 2:00pm - 3:15pm","New Cabell Hall 303","Introduction to Comparative-Historical Linguistics","",Closed,15,15,0
12946,MDST,3504,003,SEM,"3","Keara Goin","TuTh 2:00pm - 3:15pm","Wilson Hall 214","Topics in Global Media","Mexican Cinema",Open,26,28,0
20243,MESA,2300,001,Lecture,"3","Richard Cohen","TuTh 2:00pm - 3:15pm","Nau Hall 211","Crossing Borders: Middle East and South Asia","",Closed,60,60,0
14639,MESA,4999,001,SEM,"6","Kristina Richardson","TBA","TBA","Middle Eastern and South Asian Studies Senior Thesis II","",Open,0,30,0
21027,MESA,4999,002,SEM,"6","Zvi Gilboa","TBA","TBA","Middle Eastern and South Asian Studies Senior Thesis II","",Open,1,30,0
21028,MESA,4999,003,SEM,"6","Nizar Hermes","TBA","TBA","Middle Eastern and South Asian Studies Senior Thesis II","",Open,0,30,0
21029,MESA,4999,004,SEM,"6","Caroline Kahlenberg","TBA","TBA","Middle Eastern and South Asian Studies Senior Thesis II","",Open,1,30,0
18908,MEST,2280,001,Lecture,"3","Kristina Richardson","TuTh 2:00pm - 3:15pm","New Cabell Hall 315","A Guide to Medieval Baghdad","",Open,21,25,0
21063,MEST,2470,001,Lecture,"3","Daniel Lefkowitz","TuTh 11:00am - 12:15pm","Pavilion VIII 108","Reflections of Exile: Jewish Languages and their Communities","",Open,4,9,0
14565,MEST,3282,001,Lecture,"3","Baris Unlu","MoWe 3:30pm - 4:45pm","New Cabell Hall 338","The Ottoman Empire: State, Society, Culture","",Open,28,30,0
19335,PLCP,3110,100,Lecture,"3","Gerard Alexander","MoWe 9:00am - 9:50am","Nau Hall 211","The Politics of Western Europe","",Wait List,60,60,7
19336,PLCP,3110,101,Discussion,"0","To Be Announced","Th 5:00pm - 5:50pm","New Cabell Hall 115","The Politics of Western Europe","",Wait List,20,20,3
19337,PLCP,3110,102,Discussion,"0","To Be Announced","Th 6:00pm - 6:50pm","Pavilion VIII 102","The Politics of Western Europe","",Wait List,20,20,2
19338,PLCP,3110,103,Discussion,"0","To Be Announced","Th 7:00pm - 7:50pm","New Cabell Hall 291","The Politics of Western Europe","",Wait List,20,20,2
14480,PLCP,4201,001,SEM,"3","Carol Mershon","TuTh 2:00pm - 3:15pm","Nau Hall 241","Comparative Political Parties","",Wait List,15,15,3
13301,PLIR,2030,100,Lecture,"3","Len Schoppa","MoWe 10:00am - 10:50am","Minor Hall 125","International Relations of East Asia","",Wait List,120,120,4
13302,PLIR,2030,101,Discussion,"0","Ghita Chraibi","We 8:00pm - 8:50pm","Shannon House 111","International Relations of East Asia","",Wait List,20,20,0
13303,PLIR,2030,102,Discussion,"0","Ghita Chraibi","We 6:00pm - 6:50pm","Shannon House 111","International Relations of East Asia","",Wait List,20,20,4
13304,PLIR,2030,103,Discussion,"0","Ghita Chraibi","We 7:00pm - 7:50pm","Shannon House 111","International Relations of East Asia","",Wait List,20,20,0
13305,PLIR,2030,104,Discussion,"0","Audrey Wood","Th 5:00pm - 5:50pm","Nau Hall 142","International Relations of East Asia","",Wait List,20,20,0
13306,PLIR,2030,105,Discussion,"0","Audrey Wood","Th 6:00pm - 6:50pm","Nau Hall 241","International Relations of East Asia","",Wait List,20,20,0
13307,PLIR,2030,106,Discussion,"0","Audrey Wood","Th 7:00pm - 7:50pm","Nau Hall 241","International Relations of East Asia","",Wait List,20,20,0
19374,PLPT,4060,001,SEM,"3","Lawrie Balfour","Tu 4:45pm - 7:15pm","Gibson Hall 241","Politics & Literature","",Closed,18,15,0
20678,PORT,3030,001,Lecture,"3","Lilian Feitosa","MoWe 2:00pm - 3:15pm","Bryan Hall 332","Perspectives on Lusophone Cultures","",Open,13,18,0
13839,RELA,2748,001,Lecture,"3","Oludamini Ogunnaike","Tu 6:00pm - 8:30pm","New Cabell Hall 338","Introduction to African Philosophy: Race, Religion, and Rationality","",Closed,26,25,3
19249,RELA,2850,100,Lecture,"3","Jalane Schmidt","TuTh 2:00pm - 3:15pm","New Cabell Hall 115","Afro- Creole Religions in the Americas","",Open,10,20,0
19252,RELA,3890,100,Lecture,"3","Cynthia Hoehler-Fatton","TuTh 12:30pm - 1:45pm","Nau Hall 241","Christianity in Africa","",Closed,20,20,0
19260,RELB,3000,100,Lecture,"3","David Germano","Tu 3:30pm - 6:00pm","New Cabell Hall 383","Poetry and Meditation","",Open,17,20,2
20795,RELB,3180,100,Lecture,"3","Tamara Cohen","TuTh 2:00pm - 3:15pm","New Cabell Hall 415","Nondualism","",Open,19,20,0
12972,RELC,1210,100,Lecture,"3","Philip Tite","TuTh 12:30pm - 1:45pm","Gibson Hall 211","Hebrew Bible/Old Testament","",Closed,40,40,0
19265,RELC,2401,001,SEM,"3","James Henry","TuTh 11:00am - 12:15pm","Nau Hall 142","History of American Catholicism","",Wait List,20,20,5
19253,RELC,3890,100,Lecture,"3","Cynthia Hoehler-Fatton","TuTh 12:30pm - 1:45pm","Nau Hall 241","Christianity in Africa","",Closed,20,20,0
19276,RELG,1000,001,SEM,"3","Sam Shuman, Karl Shuve","TuTh 11:00am - 12:15pm","Gibson Hall 142","Questions in the Study of Religion","",Wait List,20,20,3
21268,RELG,1000,002,SEM,"3","Jalane Schmidt","TuTh 12:30pm - 1:45pm","New Cabell Hall 038","Questions in the Study of Religion","",Closed,12,12,0
13475,RELG,1040,100,Lecture,"3","Michael Allen","MoWe 1:00pm - 1:50pm","Wilson Hall 402","Introduction to Asian Religions","",Wait List,236,240,24
13476,RELG,1040,101,Discussion,"0","Blaine Patrick Werner","We 5:00pm - 5:50pm","Nau Hall 242","Introduction to Asian Religions","",Wait List,22,22,5
13477,RELG,1040,102,Discussion,"0","Blaine Patrick Werner","We 6:00pm - 6:50pm","New Cabell Hall 291","Introduction to Asian Religions","",Wait List,19,20,1
13478,RELG,1040,103,Discussion,"0","Blaine Patrick Werner","We 7:00pm - 7:50pm","New Cabell Hall 183","Introduction to Asian Religions","",Wait List,18,18,1
13479,RELG,1040,104,Discussion,"0","Abhyudaya Mandal","Th 5:00pm - 5:50pm","New Cabell Hall 183","Introduction to Asian Religions","",Wait List,19,20,4
13480,RELG,1040,105,Discussion,"0","Abhyudaya Mandal","Th 6:00pm - 6:50pm","New Cabell Hall 407","Introduction to Asian Religions","",Wait List,20,20,1
13481,RELG,1040,106,Discussion,"0","Abhyudaya Mandal","Th 7:00pm - 7:50pm","New Cabell Hall 032","Introduction to Asian Religions","",Wait List,19,20,1
13482,RELG,1040,107,Discussion,"0","Anna Guterman","Fr 10:00am - 10:50am","Nau Hall 141","Introduction to Asian Religions","",Wait List,20,20,0
13483,RELG,1040,108,Discussion,"0","Karma Rigzin","Fr 11:00am - 11:50am","Gibson Hall 242","Introduction to Asian Religions","",Wait List,19,20,2
13484,RELG,1040,109,Discussion,"0","Anna Guterman","Fr 12:00pm - 12:50pm","Gibson Hall 142","Introduction to Asian Religions","",Wait List,20,20,1
13485,RELG,1040,110,Discussion,"0","Anna Guterman","Fr 1:00pm - 1:50pm","Gibson Hall 241","Introduction to Asian Religions","",Wait List,20,20,0
13486,RELG,1040,111,Discussion,"0","Karma Rigzin","Fr 12:00pm - 12:50pm","Gibson Hall 241","Introduction to Asian Religions","",Wait List,20,20,1
13487,RELG,1040,112,Discussion,"0","Karma Rigzin","Fr 1:00pm - 1:50pm","Nau Hall 241","Introduction to Asian Religions","",Wait List,20,20,0
10893,RELG,2160,100,Lecture,"3","Heather Warren","MoWe 10:00am - 10:50am","John W. Warner Hall 104","Religion in American Life and Thought from 1865 to the Present","",Open,58,60,2
11550,RELG,2160,101,Discussion,"0","Lauren Wheeler","Th 7:00pm - 7:50pm","New Cabell Hall 132","Religion in American Life and Thought from 1865 to the Present","",Wait List,18,20,2
11551,RELG,2160,102,Discussion,"0","Lauren Wheeler","Th 5:00pm - 5:50pm","New Cabell Hall 187","Religion in American Life and Thought from 1865 to the Present","",Wait List,20,20,0
11552,RELG,2160,103,Discussion,"0","Lauren Wheeler","Th 6:00pm - 6:50pm","New Cabell Hall 187","Religion in American Life and Thought from 1865 to the Present","",Wait List,20,20,0
19283,RELG,3416,001,SEM,"3","Michael Allen","MoWe 3:30pm - 4:45pm","New Cabell Hall 287","Sustainability and Asceticism","",Wait List,20,20,5
20671,RELH,3140,100,Lecture,"3","Matthew Leveille","MoWe 2:00pm - 3:15pm","New Cabell Hall 183","The Jain Tradition","",Open,9,18,0
20807,RELH,3180,100,SEM,"3","Tamara Cohen","TuTh 2:00pm - 3:15pm","New Cabell Hall 415","Nondualism","",Open,19,20,0
13491,RELI,2080,001,Lecture,"3","Ahmed al-Rahim","TuTh 11:00am - 12:15pm","New Cabell Hall 309","Global Islam","",Open,39,40,0
12971,RELJ,1210,001,Lecture,"3","Philip Tite","TuTh 12:30pm - 1:45pm","Gibson Hall 211","Hebrew Bible/Old Testament","",Closed,40,40,0
13888,RELJ,2030,001,Lecture,"3","Elizabeth Alexander","MoWe 2:00pm - 3:15pm","Nau Hall 141","Judaism, Roots and Rebellion","",Open,12,20,0
19299,RELJ,3350,100,Lecture,"3","Elizabeth Alexander","TuTh 12:30pm - 1:45pm","Gilmer Hall 245","Judaism and Ethics","",Open,9,15,0
19302,RELJ,3708,001,SEM,"3","Asher Biemann","TuTh 2:00pm - 3:15pm","Dell 2 102","Enduring Questions in Modern Judaism","",Open,14,20,0
10903,RUSS,3020,001,Lecture,"3","Anna Borovskaya-Ellis","MoWeFr 10:00am - 10:50am","New Cabell Hall 303","Third-Year Russian","",Open,11,22,0
18932,RUSS,3050,001,Lecture,"3","Mark Elson","MoWe 8:30am - 9:45am","New Cabell Hall 187","Russian Declension and Conjugation","",Open,12,15,0
10904,RUSS,4020,001,Lecture,"3","Katia Dianina","TuTh 12:30pm - 1:45pm","New Cabell Hall 594","Fourth-Year Russian","",Open,5,15,0
12111,RUTR,2470,001,Lecture,"3","Yuri Urbanovich","MoWe 2:00pm - 3:15pm","Wilson Hall 238","Understanding Russia: Symbols, Myths, and Archetypes of Identity","",Wait List,35,35,6
14553,RUTR,2500,001,Lecture,"3","Madelyn Stuart","TuTh 3:30pm - 4:45pm","New Cabell Hall 395","Topics in Russian Literature","Modern Russian Culture",Open,22,25,0
12985,RUTR,2730,001,Lecture,"3","Katia Dianina","TuTh 11:00am - 12:15pm","New Cabell Hall 232","Dostoevsky","",Open,22,25,2
20813,RUTR,2740,001,Lecture,"3","Jason Schultz","MoWe 5:00pm - 6:15pm","Gibson Hall 242","Tolstoy in Translation","",Open,1,20,0
11784,RUTR,3360,001,Lecture,"3","Edith Clowes","MoWe 2:00pm - 3:15pm","New Cabell Hall 132","Twentieth Century Russian Literature","",Open,13,25,0
11580,SLAV,2360,001,Lecture,"3","Stanley Stepanic","MoWe 3:30pm - 4:45pm","Wilson Hall 301","Dracula","",Wait List,197,200,66
19552,SLTR,3200,001,Lecture,"3","Dariusz Tolczyk","TuTh 12:30pm - 1:45pm","John W. Warner Hall 110","Poland: History and Culture","",Wait List,30,30,7
20151,SOC,2052,100,Lecture,"3","William Wilcox","MoWe 9:00am - 9:50am","John W. Warner Hall 209","Sociology of the Family","",Open,259,260,9
20152,SOC,2052,101,Discussion,"0","Lana Park","Fr 9:00am - 9:50am","New Cabell Hall 115","Sociology of the Family","",Wait List,20,20,1
20153,SOC,2052,102,Discussion,"0","Lana Park","Fr 10:00am - 10:50am","New Cabell Hall 332","Sociology of the Family","",Wait List,20,20,1
20154,SOC,2052,103,Discussion,"0","Lana Park","Fr 11:00am - 11:50am","New Cabell Hall 283","Sociology of the Family","",Wait List,20,20,0
20155,SOC,2052,104,Discussion,"0","Michael Krieger","Fr 12:00pm - 12:50pm","New Cabell Hall 283","Sociology of the Family","",Wait List,20,20,0
20156,SOC,2052,105,Discussion,"0","Michael Krieger","Fr 1:00pm - 1:50pm","New Cabell Hall 415","Sociology of the Family","",Wait List,20,20,1
20157,SOC,2052,106,Discussion,"0","Michael Krieger","Fr 2:00pm - 2:50pm","New Cabell Hall 291","Sociology of the Family","",Wait List,20,20,0
20158,SOC,2052,107,Discussion,"0","Wenhao Song","Fr 9:00am - 9:50am","New Cabell Hall 187","Sociology of the Family","",Wait List,20,20,0
20159,SOC,2052,108,Discussion,"0","Wenhao Song","Fr 10:00am - 10:50am","New Cabell Hall 287","Sociology of the Family","",Wait List,20,20,0
20160,SOC,2052,109,Discussion,"0","Wenhao Song","Fr 12:00pm - 12:50pm","New Cabell Hall 415","Sociology of the Family","",Wait List,20,20,1
21492,SOC,2052,110,Discussion,"0","Jasmine Piescik","We 2:00pm - 2:50pm","Shannon House 111","Sociology of the Family","",Wait List,20,20,1
21493,SOC,2052,111,Discussion,"0","Wenhao Song","We 12:00pm - 12:50pm","New Cabell Hall 209","Sociology of the Family","",Wait List,20,20,1
21494,SOC,2052,112,Discussion,"0","Wenhao Song","We 1:00pm - 1:50pm","New Cabell Hall 209","Sociology of the Family","",Wait List,19,20,3
21495,SOC,2052,113,Discussion,"0","Wenhao Song","Fr 3:00pm - 3:50pm","New Cabell Hall 364","Sociology of the Family","",Wait List,20,20,0
13997,SOC,3310,001,Lecture,"3","David Skubby","MoWe 2:00pm - 3:15pm","New Cabell Hall 058","Sociology of Self","",Open,31,35,1
20175,SOC,3470,001,Lecture,"3","Yingyao Wang","TuTh 12:30pm - 1:45pm","New Cabell Hall 168","Sociology of Development","",Open,33,35,0
13998,SOC,3490,001,Lecture,"3","Ekaterina Makarova","TuTh 4:00pm - 5:15pm","New Cabell Hall 415","Cities and Cultures","",Wait List,20,20,6
10931,SPAN,3010,001,Lecture,"3","Carlos Velazco Fernandez","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 056","Finding your Voice in Spanish","",Open,14,16,0
12206,SPAN,3010,003,Lecture,"3","Nicole Bonino","TuTh 12:30pm - 1:45pm","New Cabell Hall 183","Finding your Voice in Spanish","",Wait List,16,16,3
11562,SPAN,3010,004,Lecture,"3","Nicole Bonino","TuTh 2:00pm - 3:15pm","New Cabell Hall 183","Finding your Voice in Spanish","",Wait List,16,16,4
12332,SPAN,3010,005,Lecture,"3","Patricio Arriagada Soto, -","MoWeFr 10:00am - 10:50am","Shannon House 109","Finding your Voice in Spanish","",Open,11,16,0
12351,SPAN,3010,006,Lecture,"3","Esther Poveda","TuTh 9:30am - 10:45am","New Cabell Hall 407","Finding your Voice in Spanish","",Wait List,16,16,1
13321,SPAN,3010,007,Lecture,"3","Esther Poveda","TuTh 11:00am - 12:15pm","New Cabell Hall 407","Finding your Voice in Spanish","",Wait List,16,16,2
20229,SPAN,3010,008,Lecture,"3","Sergio Silva","MoWeFr 11:00am - 11:50am","New Cabell Hall 485","Finding your Voice in Spanish","",Open,9,16,0
10934,SPAN,3040,001,Lecture,"3","Maria Esparza Rodriguez","TuTh 9:30am - 10:45am","Shea House 211","Business Spanish","",Wait List,18,18,4
12494,SPAN,3040,002,Lecture,"3","Maria Esparza Rodriguez","TuTh 11:00am - 12:15pm","Shea House 211","Business Spanish","",Open,16,18,2
12333,SPAN,3050,001,Lecture,"3","Alicia Lopez Opere","TuTh 11:00am - 12:15pm","New Cabell Hall 191","Spanish for Medical Professionals","",Open,16,18,0
13333,SPAN,3050,002,Lecture,"3","Alicia Lopez Opere","TuTh 12:30pm - 1:45pm","New Cabell Hall 191","Spanish for Medical Professionals","",Open,11,18,0
10938,SPAN,3430,001,Lecture,"3","Manuel Acevedo-Reyes","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 032","Contemporary Latin American Voices (1800 to the present)","",Closed,22,22,0
21130,SPAN,3600,001,Lecture,"3","Daniel Doncel Martin","Th 5:00pm - 7:30pm","Contact Department","American History From Below (and How to Read It)","",Open,5,11,0
11205,SPAN,4040,001,Lecture,"3","Nieves Garcia Prados","TuTh 11:00am - 12:15pm","New Cabell Hall 332","Translation from Spanish to English","",Closed,18,18,0
12497,SPAN,4040,002,Lecture,"3","Nieves Garcia Prados","TuTh 9:30am - 10:45am","New Cabell Hall 332","Translation from Spanish to English","",Open,16,18,0
18917,SPAN,4040,003,Lecture,"3","Erica Cobb","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 191","Translation from Spanish to English","",Open,17,18,0
18912,SPAN,4203,001,Lecture,"3","Joel Rini","TuTh 2:00pm - 3:15pm","New Cabell Hall 395","Structure of Spanish","",Open,18,22,0
20255,SPAN,4210,001,Lecture,"3","Omar Velazquez Mendoza","MoWe 3:30pm - 4:45pm","Shannon House 107","Historical Panorama of the Spanish Language II","",Open,10,22,0
13954,SPAN,4530,001,Lecture,"3","Lorena Albert Ferrando","TuTh 3:30pm - 4:45pm","New Cabell Hall 183","Special Topics Seminar: Language","SLA and Applied Linguistics of Spanish",Open,16,20,0
12498,SPAN,4700,001,Lecture,"3","Samuel Amago","TuTh 2:00pm - 3:15pm","New Cabell Hall 268","Spanish Culture and Civilization","",Open,19,22,0
20018,SPAN,4710,001,Lecture,"3","Fernando Opere","MoWe 2:00pm - 3:15pm","New Cabell Hall 383","Latin American Culture and Civilization","",Open,16,22,0
18916,SPAN,4711,001,Lecture,"3","Fernando Opere","MoWe 3:30pm - 4:45pm","New Cabell Hall 168","1492 and the Aftermath","",Open,9,22,0
21258,URDU,3030,001,Lecture,"3","Griffith Chaussee","TuTh 9:30am - 10:45am","New Cabell Hall 207","Prostitutes, Murder, and Insanity: The Fiction of Sa'adat Hassan Manto","",Open,6,15,0
12872,WGS,3125,001,Lecture,"3","Tiffany King","Mo 5:00pm - 7:30pm","Minor Hall 130","Transnational Feminism","",Wait List,30,30,4
11879,WGS,4500,001,SEM,"3","Aaron Stone","Tu 2:00pm - 4:30pm","The Rotunda Room 150","Topics in Women, Gender & Sexuality","How To Do Drag",Wait List,15,15,0
